Diversity,Mental Health,Physical Health,Housing,On Campus Food,Transportation,Parking,Academics,Finances,Spring Break ,Flexibility ,Social ,Student Resources,Longer/More Breaks ,Counseling,Academic Advising,Breaks,Remote,Buses ,Flexibile Deadlines,Office Hours,Tuiton ,Sleep ,Instruction,Syllabus,Pass/Fail,Hobbies,TAs,Feedback,Motivation,Events,Hybrid Classes,Courses,Communication,Stress,Registration,Graduation,Job Search,COVID,Time Management,Less Work,Exams,Grade Replacement,ECE Majors,Family
11.980762272249585,15.0,12.912001468316424,11.295202603032385,14.16754434490877,12.724506229015,12.851660057744589,11.965371198100069,13.235128473930688,12.388116506952988,12.641644371563313,11.004480878604117,14.046257402400618,13.094474539627889,11.69183762796156,12.750782499597824,12.880631596873986,12.637956375948372,13.503159311742438,11.959070697598811,14.038925557020839,12.292565341052756,14.660961954327483,12.377199007312498,11.879456597793515,13.228643292577203,15.0,13.999020741903855,12.004655937051803,11.0,15.0,11.103344757944356,12.656988619831974,12.015706251429455,11.25472907888084,12.257181324025208,13.18981313277684,11.0,11.449554366227952,12.906449950025427,11.385635015292442,14.330099576545232,12.078383944537283,12.224875574575531,12.655831611282824
13.879936138238996,11.0,13.47099160704583,14.199501492389125,13.752414704276786,13.235600518163267,13.14769075642662,11.779948812062072,14.3517497550805,13.564564581949455,13.168456615809452,15.0,12.059015409359123,12.968611688996022,14.430742070243642,13.222979942031278,12.391986396039297,13.514778235048768,12.554949243784336,13.788024238588791,12.01846179784318,14.59716459763295,13.943305646035492,14.731745445993056,14.073452456757902,12.911089260230938,13.092380914302822,11.513131486744076,13.854613704490843,15.0,13.13612573873392,14.683579196698478,13.195392781092178,13.937150245054585,12.13502290867139,13.661798616141509,14.132488520974476,14.105834500016254,14.943173397937688,12.531756857748801,11.330947790895017,12.05164628246501,13.935370442050477,13.75324089580777,13.885921826728275
12.625969479243853,15.0,13.585442168160814,12.065727972842863,15.0,13.240380225944339,13.380319764520921,12.722059163919548,13.817052644026477,13.021361947846357,12.95401571163177,12.63386850388039,14.28288071787202,13.629974167696119,12.858618390014854,13.277997423074364,13.203958133666625,13.212927003561708,13.874104955581606,12.43441089456691,14.203252782138508,12.967676977436394,15.0,13.391150191995411,12.708150484897425,13.832903417625763,15.0,14.611540382199914,12.638457975036676,11.043789280906594,15.0,11.969360824477256,12.894458350076437,12.792060653515682,11.479728372713879,12.887785395726912,14.046926131089942,11.0,11.9324018217105,13.623211028613433,11.843305021359916,14.891505181627542,12.926217096116856,12.960625559165537,13.216954440145159
13.429588222245926,11.241972604009252,13.128057039984556,13.628405272761697,13.350438910278516,12.940008838426072,12.867071344160859,11.478141662549582,13.986006092864766,13.17960051103259,12.927343832681997,15.0,12.054710646331955,12.72236816729182,13.765147980958385,12.927619279333118,12.235124132263724,13.171547658680565,12.424512403742357,13.390312004148353,12.036845625124975,14.103775312237097,13.703933998516842,14.14110609186565,13.547432877905464,12.662453382437299,13.122460971290097,11.448549892456468,13.411623745320496,14.187380730414873,13.122198669766462,14.028204145761281,12.973832653880935,13.448909406962626,11.887506138173183,13.257953112746373,13.7061955460037,13.276609014917812,14.40036059760607,12.25716697637615,11.09994030880539,11.983262949205297,13.433058607037118,13.309915966668921,13.516134731293317
13.870342549025871,12.360488720946016,13.561821914894383,13.95460187859946,13.370398770504512,13.50320471739889,13.422394798497335,11.852770736350635,14.487913028506721,13.638819005157384,13.656772250479015,14.641720593807234,12.876285670605347,13.277166195302238,13.769279858155679,13.482007985380042,12.967792126341015,13.682021776568298,13.123758918817115,13.970824519047365,12.917942374175684,14.515203928002574,14.134742960152227,14.27483690386544,13.834592946036397,13.163322892042792,14.048132082964964,11.96871284775509,13.862296271764553,14.295509470359084,13.818365393352352,14.268189989349995,13.7643752089849,13.782146037361928,12.684139745671015,13.716590708730436,13.985146862777617,13.258118599387833,14.954736364693657,12.66672133346964,11.71753118569922,12.542734276535269,13.708615330753648,13.681080274873542,14.033689596594872
13.111895999305668,13.565254359208444,13.080974122402594,12.87922297770459,12.720347216739341,13.14998226459916,13.107592159917703,11.47596605066364,13.950769728788421,13.05025423826272,13.451100194396094,12.455710978909732,13.286899143580818,13.051272608076832,12.43662160804512,13.129032741273685,12.980203908448804,13.20346040148979,13.203203100258596,13.35410660417112,13.389619233281696,13.644243102981527,13.921693407598783,13.141242147034173,12.874273469284216,12.929094546824734,14.551840500391103,12.211398078787635,13.123279291404812,12.585940017267127,14.199096213141074,12.971352661298141,13.611717280366543,12.92139298855683,12.46457469405215,13.079156821487816,13.28249212440419,11.501248051756809,13.961605318342926,12.36171699184225,11.533551493120424,12.777148504532937,12.809165775990794,12.938033173743532,13.48670860714235
13.139512091519212,13.622288246711909,13.640684660013202,12.92849482489078,15.0,13.273286418013265,13.33999119044218,12.525274604330049,14.059990415942773,13.286733987571248,12.984664101681634,14.256867183077235,13.448967200800434,13.445294503852011,13.679581416471397,13.297997409522752,12.88696032786298,13.373409992789524,13.401375866263637,12.917503175665672,13.355236133643112,13.621306489051749,14.975270560084812,14.07462925913365,13.32963947141576,13.585102991225632,14.34585594744155,13.620832586323461,13.134702823473335,12.62121939683507,14.951632224660248,13.067398498988586,12.926266042487365,13.31816356366858,11.628253528654989,13.231265387934604,14.240580702910412,12.102076760636566,12.986356180700412,13.360052129837824,11.680097546015435,13.969977772659302,13.432911928710624,13.35047154381359,13.498003301757329
12.633105845509775,13.338169884138242,13.202953354909319,12.38806613924677,14.774035958496462,12.819084322502027,12.897794769808371,12.133752656160206,13.584164481201498,12.814117672970742,12.505409200714197,13.715446960903238,13.083178839214664,13.02447272041012,13.194503027105279,12.84704418280315,12.45849480593529,12.908439310276547,13.000987421397642,12.394246010293365,12.982438497118768,13.098713308267033,14.602418078661106,13.59004079751339,12.830765024175713,13.181828249034488,13.964545581827009,13.324203763686631,12.629333672461868,12.008666749195848,14.624146740770218,12.50542861522134,12.437507199308719,12.826323797969634,11.121346564646544,12.747215447696258,13.80607315660885,11.524115277781299,12.382877950714306,12.972988052439414,11.246518940992692,13.657140691156556,12.952743678062674,12.872940090167289,13.014165649162214
11.679295980837278,12.497387905761556,12.506310187401693,11.428072474133062,14.901247968547398,11.929545035097076,12.060043900344176,11.666057877136462,12.678861415486784,11.96434384008158,11.353934681806052,13.499454130718414,12.250096013546468,12.265068618161958,12.766789021366169,11.978377227920335,11.488574347732298,12.033851664289289,12.167599530232852,11.235549147054224,12.0627054630838,12.116101128324695,14.144980249005219,13.030997914467607,12.062130228126097,12.541688674153841,12.96804210308294,13.052455906379796,11.669111922643804,11.01010990002333,14.059300566639886,11.555569434744081,11.188665902319533,12.035970694233725,11.0,11.85641803539847,13.28017545749694,11.0,11.0,12.485648546721139,11.0,13.286018179139218,12.264120333326833,12.095715653115734,12.063626512839377
13.796827864047403,11.0,13.831750799157104,14.2278652990593,15.0,13.131202921136401,13.13956249185263,12.592206179034083,14.2858527465612,13.638352891571902,12.442557527153998,15.0,11.77533863860832,13.094001593946686,15.0,13.16338058379603,11.970745426713911,13.491885745329187,12.40099442572348,13.208414938630366,11.524363790420626,14.496399459844236,14.713156498891674,15.0,14.468123850182714,13.29629376398654,12.420542200316886,12.502975770325177,13.750064485806842,15.0,13.441179916278404,14.820927913154444,12.23919045281941,14.245908080353242,11.049607591145316,13.666586126031742,14.947837710607473,14.87012649665806,13.941379371120783,13.27349209516092,11.201226254687837,12.830995824329595,14.478179407860221,14.04389828492712,13.726596820884856
13.890269141270336,12.007843644780722,13.791150595981449,14.04778301506366,14.53766855694051,13.490717528207986,13.456488844143284,12.304632750417976,14.504706369947836,13.728928949410586,13.322419793385974,15.0,12.732401950839641,13.373960808425686,14.505785605899868,13.49213939380022,12.77569497437067,13.717409647300192,13.06311041296025,13.732346517258318,12.664491331512533,14.532224071839147,14.556429015730904,14.818402409579285,14.106680820877754,13.391819812709377,13.703175433565477,12.477180059710607,13.870352545720866,14.506816416789245,13.973502312181314,14.428266246723224,13.310841375572515,14.005509224488081,12.1689043312321,13.774453820418653,14.455986978998027,13.759510960256142,14.52309172860063,13.079118370266233,11.683204751494392,12.94530283648212,14.052288054423048,13.889008038769981,14.003809463276585
13.843715762202642,12.409075795918373,13.491148460597616,13.913097961288551,13.1042478088973,13.482820568201264,13.392242478345105,11.73553370203973,14.461655840756867,13.597330849166273,13.703353562697322,14.37448781889787,12.88233578437562,13.233817696779017,13.593881152293905,13.456904309089667,12.984412881734684,13.65180975899669,13.112867785096052,13.997930049449216,12.94677453212683,14.489328008173214,14.023591679832965,14.139438230986796,13.755613683876996,13.092506343712536,14.096015110327128,11.838870177371366,13.838121196879289,14.230173679840693,13.762065341591027,14.213013210986444,13.835754803779661,13.713205001708623,12.768478839114781,13.681893368370197,13.864368541462992,13.132319277932144,15.0,12.557626201765498,11.701486348884117,12.43499722670125,13.614622247500535,13.615208607843654,14.017183128388131
13.045248785988697,14.787118708205606,13.322542640954438,12.610867042590925,13.286420007452188,13.370686700910886,13.379416502748677,11.902317570441815,14.048057809792144,13.144354059900396,13.627345339231972,11.880570119215854,14.015451598923539,13.419712386309042,12.285263626642113,13.360797864490687,13.387885905494011,13.353484110890285,13.724202666267143,13.269162162929046,14.11113733403289,13.492084939074022,14.455955243067368,13.045927070788014,12.7779587942582,13.35463088580665,15.0,13.128085783980971,13.065449536493366,11.900275284148984,15.0,12.569604547286538,13.770287804836752,12.876083506321267,12.54345833489135,13.121217568171888,13.47437005763333,11.0,13.50238011857296,12.822768755458041,11.870277292964687,13.636732889569181,12.792776943548198,12.973296365683938,13.554199853332326
13.242145008701053,11.0,12.908199876672475,13.474054195344662,13.136983269564837,12.709486938217616,12.631842744516812,11.244330374624038,13.77485390563888,12.973047477382716,12.685022336157726,14.994587704352776,11.74386773202944,12.476812789081038,13.630342531719242,12.696787356027183,11.96761688212164,12.953875935569028,12.148164309257226,13.190898535027088,11.720823230477752,13.928442532367072,13.452928220989781,13.987357222216223,13.378492308279638,12.416141696005987,12.804148146791018,11.147551127743123,13.222244306840642,14.0996046402334,12.810814651441124,13.896779521506293,12.727315949731988,13.269894978090912,11.648942645448441,13.057048439469462,13.507113645661205,13.190273000357656,14.243761444547815,12.016145373389175,11.0,11.684479055918139,13.256688809296497,13.118463872906712,13.306623226883312
13.979613002569055,11.85856981726469,13.858358911076243,14.17622869888394,14.665552790446984,13.532778558327596,13.496265624849661,12.369923268955576,14.568872970542856,13.802159894207644,13.333534608801182,15.0,12.682223416185662,13.406454689114948,14.691826580331998,13.535174005100707,12.768434577212073,13.77577158234256,13.054086429367949,13.79421288143166,12.602552373589573,14.634169238478947,14.601855887811013,14.973377709964923,14.230030524505304,13.431088471476402,13.633560521023814,12.474887207208338,13.95697250451018,14.71224580217046,13.939945360410517,14.584730121456474,13.310680760758714,14.115436333246986,12.173581526425329,13.851785988717412,14.558984920847694,13.983137020888005,14.61899252351395,13.134537802278185,11.705150407681392,12.939256586945374,14.171920635089327,13.984934272618073,14.067022412369493
12.927739689951187,15.0,13.14351411562947,12.416890442480403,12.64437519018912,13.32217861876719,13.314127232958356,11.632569749611113,13.96138882444675,13.01642344887936,13.749602018696413,11.027818636939756,14.130028010732278,13.336770742272192,11.754967323400626,13.301698370142015,13.47226476270426,13.265855262760901,13.755734202397887,13.291837025950462,14.28528230203939,13.361009656635105,14.222112796421463,12.632674069043432,12.515216754866303,13.208721059056197,15.0,12.913960200327356,12.956094497764777,11.56665238956248,15.0,12.314817551352151,13.955560684043373,12.649441134685494,12.748834152348367,13.001948418147814,13.152465571727312,11.0,13.56583511632245,12.581086468033565,11.854486977656006,13.471251518538303,12.504488504054741,12.769524539747515,13.488148416353066
